COD_CARD	PRODUCT
0460501004639	pasta
0460501004639	milk
0460501004639	brioches
0460501004660	water
0460501004660	milk
0460501004660	water
0460501004660	pasta
0460501004660	pasta
0460501004660	pasta
0460501004660	biscuits
0460501004721	milk
0460501004738	coffee
0460501004738	pasta
0460501004875	milk
0460501005001	brioches
0460501005001	water
0460501005148	milk
0460501005148	tunny
0460501005148	water
0460501005148	tunny
0460501005216	pasta
0460501005216	tunny
0460501005216	coffee
0460501005216	brioches
0460501005216	brioches
0460501005216	biscuits
0460501005216	biscuits
0460501005216	brioches
0460501005261	milk
0460501005261	milk
0460501005346	coffee
0460501005346	rice
0460501005353	yoghurt
0460501005353	rice
0460501005353	rice
0460501005445	brioches
0460501005445	tomato souce
0460501005469	yoghurt
0460501005469	coke
0460501005469	milk
0460501005469	biscuits
0460501005469	water
0460501005469	beer
0460501005476	milk
0460501005476	tunny
0460501005643	brioches
0460501005643	brioches
0460501005728	pasta
0460501005728	brioches
0460501005728	milk
0460501005728	milk
0460501005728	milk
0460501005728	biscuits
0460501005728	juices
0460501005728	juices
0460501005728	water
0460501005728	pasta
0460501005728	pasta
0460501005728	pasta
0460501005728	pasta
0460501005728	pasta
0460501005728	pasta
0460501005728	biscuits
0460501005810	biscuits
0460501005841	milk
0460501005841	milk
0460501006039	frozen vegetables
0460501006114	milk
0460501006138	brioches
0460501006145	milk
0460501006145	rice
0460501006145	frozen fish
0460501006145	yoghurt
0460501006145	yoghurt
0460501006145	beer
0460501006145	pasta
0460501006145	pasta
0460501006145	biscuits
0460501006145	pasta
0460501006237	milk
0460501006237	milk
0460501006237	milk
0460501006244	milk
0460501006329	water
0460501006329	milk
0460501006329	frozen vegetables
0460501006329	yoghurt
0460501006459	water
0460501006459	tunny
0460501006459	tomato souce
0460501006459	biscuits
0460501006459	coffee
0460501006459	tomato souce
0460501006459	milk
0460501006459	pasta
0460501006459	pasta
0460501006480	juices
0460501006480	juices
0460501006480	milk
0460501006480	beer
0460501006480	biscuits
0460501006503	coke
0460501006503	milk
0460501006503	pasta
0460501006503	coffee
0460501006503	water
0460501006503	juices
0460501006565	frozen vegetables
0460501006572	milk
0460501006572	frozen vegetables
0460501006572	milk
0460501006626	milk
0460501006626	yoghurt
0460501006626	coffee
0460501006626	pasta
0460501006626	pasta
0460501006626	pasta
0460501006626	pasta
0460501006626	brioches
0460501006626	oil
0460501006626	brioches
0460501006671	biscuits
0460501006787	water
0460501006787	biscuits
0460501006787	milk
0460501007012	water
0460501007012	biscuits
0460501007012	brioches
0460501007166	pasta
0460501007166	tunny
0460501007166	pasta
0460501007166	pasta
0460501007166	pasta
0460501007166	pasta
0460501007203	brioches
0460501007579	frozen vegetables
0460501007579	pasta
0460501007609	coffee
0460501007609	water
0460501007609	oil
0460501007630	brioches
0460501007630	pasta
0460501007678	biscuits
0460501007678	coke
0460501007760	milk
0460501007760	coffee
0460501007760	juices
0460501007760	juices
0460501007784	coffee
0460501007791	yoghurt
0460501007791	milk
0460501007791	juices
0460501007791	biscuits
0460501007913	frozen vegetables
0460501007913	tunny
0460501007913	coke
0460501007913	biscuits
0460501007913	pasta
0460501007913	juices
0460501007913	water
0460501007913	pasta
0460501008194	coffee
0460501008194	tomato souce
0460501008194	rice
0460501008224	yoghurt
0460501008224	yoghurt
0460501008224	biscuits
0460501008521	milk
0460501008521	biscuits
0460501008521	coffee
0460501008521	pasta
0460501008521	tomato souce
0460501008521	juices
0460501008521	rice
0460501008774	coffee
0460501009061	beer
0460501009061	milk
0460501009122	yoghurt
0460501009122	brioches
0460501009122	tunny
0460501009122	milk
0460501009122	pasta
0460501009252	yoghurt
0460501009252	yoghurt
0460501009252	frozen vegetables
0460501009672	biscuits
0460501009672	milk
0460501009672	brioches
0460501009672	water
0460501009733	water
0460501009733	biscuits
0460501009733	water
0460501009900	water
0460501009900	pasta
0460501009900	pasta
0460501009900	water
0460501010159	tinned meat
0460501010159	tunny
0460501010159	beer
0460501010500	milk
0460501010555	water
0460501010555	juices
0460501010555	yoghurt
0460501010555	coke
0460501010555	tunny
0460501010555	biscuits
0460501010555	coffee
0460501010555	pasta
0460501010555	pasta
0460501010555	pasta
0460501010555	pasta
0460501010555	pasta
0460501010555	milk
0460501010555	rice
0460501010562	tomato souce
0460501010562	coffee
0460501010562	biscuits
0460501010562	pasta
0460501010562	pasta
0460501010562	brioches
0460501010562	brioches
0460501010609	pasta
0460501010609	brioches
0460501010623	milk
0460501010623	milk
0460501010722	pasta
0460501010722	yoghurt
0460501010722	yoghurt
0460501010722	yoghurt
0460501010722	yoghurt
0460501010777	water
0460501010777	frozen vegetables
0460501010821	tomato souce
0460501010845	biscuits
0460501010876	pasta
0460501010876	biscuits
0460501010876	brioches
0460501010951	beer
0460501010951	milk
0460501010951	pasta
0460501011026	frozen vegetables
0460501011057	water
0460501011057	coke
0460501011057	biscuits
0460501011057	milk
0460501011057	juices
0460501011057	tunny
0460501011057	yoghurt
0460501011057	beer
0460501011217	coke
0460501011217	beer
0460501011347	milk
0460501011347	pasta
0460501011347	brioches
0460501011408	pasta
0460501011408	pasta
0460501011408	frozen vegetables
0460501011408	tunny
0460501011408	brioches
0460501011408	pasta
0460501011408	biscuits
0460501011408	pasta
0460501011408	yoghurt
0460501011408	yoghurt
0460501011408	water
0460501011408	pasta
0460501011590	biscuits
0460501011651	milk
0460501011750	milk
0460501011811	pasta
0460501011811	beer
0460501011811	water
0460501012085	biscuits
0460501012085	coffee
0460501012399	milk
0460501012399	brioches
0460501012399	frozen vegetables
0460501012399	frozen vegetables
0460501012399	tomato souce
0460501012399	pasta
0460501012450	milk
0460501012450	pasta
0460501012450	tomato souce
0460501012566	coke
0460501012566	milk
0460501012566	pasta
0460501012566	water
0460501012634	brioches
0460501012672	water
0460501012672	milk
0460501012672	frozen vegetables
0460501012672	pasta
0460501012689	pasta
0460501012689	milk
0460501012689	brioches
0460501012689	brioches
0460501012689	juices
0460501012689	beer
0460501012696	pasta
0460501012696	juices
0460501012788	coke
0460501012788	milk
0460501012788	milk
0460501012788	tomato souce
0460501012788	rice
0460501012788	beer
0460501012825	yoghurt
0460501012825	tunny
0460501012825	tomato souce
0460501012825	pasta
0460501012825	milk
0460501012856	milk
0460501012993	frozen vegetables
0460501012993	pasta
0460501012993	brioches
0460501013204	beer
0460501013204	milk
0460501013204	ice cream
0460501013204	tunny
0460501013204	coffee
0460501013204	water
0460501013259	coke
0460501013259	pasta
0460501013259	pasta
0460501013259	pasta
0460501013259	pasta
0460501013259	rice
0460501013259	brioches
0460501013259	beer
0460501013310	yoghurt
0460501013310	rice
0460501013310	milk
0460501013310	pasta
0460501013310	pasta
0460501013396	yoghurt
0460501013396	frozen vegetables
0460501013396	pasta
0460501013396	pasta
0460501013785	biscuits
0460501013785	biscuits
0460501013808	water
0460501013815	coffee
0460501013938	coke
0460501013938	ice cream
0460501013938	water
0460501013938	milk
0460501013938	tunny
0460501013938	pasta
0460501013938	pasta
0460501013938	brioches
0460501013938	brioches
0460501013938	biscuits
0460501014034	water
0460501014034	coke
0460501014058	yoghurt
0460501014058	yoghurt
0460501014058	pasta
0460501014058	frozen vegetables
0460501014058	oil
0460501014058	milk
0460501014058	frozen vegetables
0460501014058	tunny
0460501014058	coffee
0460501014058	pasta
0460501014058	tomato souce
0460501014058	pasta
0460501014058	milk
0460501014058	water
0460501014058	biscuits
0460501014140	yoghurt
0460501014140	frozen fish
0460501014140	water
0460501014157	milk
0460501014195	water
0460501014195	pasta
0460501014195	pasta
0460501014195	pasta
0460501014195	pasta
0460501014195	pasta
0460501014195	rice
0460501014232	yoghurt
0460501014232	yoghurt
0460501014232	tomato souce
0460501014232	brioches
0460501014232	juices
0460501014270	pasta
0460501014294	coffee
0460501014317	milk
0460501014317	beer
0460501014423	water
0460501014423	frozen vegetables
0460501014423	pasta
0460501014423	pasta
0460501014430	crackers
0460501014430	pasta
0460501014430	yoghurt
0460501014430	yoghurt
0460501014430	milk
0460501014430	pasta
0460501014515	frozen vegetables
0460501014843	water
0460501014843	water
0460501014843	water
0460501014843	milk
0460501014843	coffee
0460501014843	biscuits
0460501014843	biscuits
0460501014843	water
0460501014843	brioches
0460501014850	water
0460501014850	yoghurt
0460501014850	rice
0460501014850	juices
0460501014904	water
0460501014904	coffee
0460501014904	biscuits
0460501014904	frozen vegetables
0460501014904	milk
0460501014904	brioches
0460501014904	biscuits
0460501014904	juices
0460501014904	juices
0460501014904	brioches
0460501014904	coke
0460501014904	frozen vegetables
0460501014904	tunny
0460501014904	biscuits
0460501014904	beer
0460501015048	coffee
0460501015048	water
0460501015253	coke
0460501015253	pasta
0460501015253	pasta
0460501015253	beer
0460501015253	brioches
0460501015314	tomato souce
0460501015314	milk
0460501015314	pasta
0460501015338	water
0460501015338	frozen vegetables
0460501015338	milk
0460501015338	yoghurt
0460501015437	water
0460501015437	milk
0460501015437	biscuits
0460501015437	pasta
0460501015437	pasta
0460501015437	pasta
0460501015437	pasta
0460501015437	pasta
0460501015437	pasta
0460501015468	juices
0460501015468	pasta
0460501015482	milk
0460501015512	brioches
0460501015536	coke
0460501015536	coffee
0460501015536	frozen vegetables
0460501015536	pasta
0460501015536	tomato souce
0460501015536	milk
0460501015536	water
0460501015536	water
0460501015758	milk
0460501015871	water
0460501015901	water
0460501015901	coke
0460501015901	brioches
0460501015901	brioches
0460501015901	milk
0460501015901	coffee
0460501015901	tunny
0460501015901	pasta
0460501015901	pasta
0460501015901	pasta
0460501015901	pasta
0460501015901	pasta
0460501015901	pasta
0460501015901	beer
0460501015925	pasta
0460501015925	pasta
0460501015925	pasta
0460501015925	pasta
0460501015949	milk
0460501015949	pasta
0460501015949	biscuits
0460501015949	beer
0460501015987	biscuits
0460501015987	tomato souce
0460501015987	milk
0460501016267	water
0460501016267	milk
0460501016427	brioches
0460501016588	coffee
0460501016601	pasta
0460501016601	milk
0460501016809	milk
0460501016809	yoghurt
0460501016809	milk
0460501016915	pasta
0460501016915	water
0460501016915	water
0460501016977	biscuits
0460501017028	pasta
0460501017028	pasta
0460501017028	milk
0460501017028	rice
0460501017141	water
0460501017141	frozen vegetables
0460501017141	coffee
0460501017141	pasta
0460501017141	pasta
0460501017141	pasta
0460501017141	pasta
0460501017141	pasta
0460501017448	tunny
0460501017448	milk
0460501017448	milk
0460501017448	rice
0460501017448	water
0460501017448	juices
0460501017448	beer
0460501017455	biscuits
0460501017653	biscuits
0460501017653	tomato souce
0460501017653	pasta
0460501017691	beer
0460501017899	pasta
0460501017899	milk
0460501017899	milk
0460501017936	pasta
0460501017936	milk
0460501017936	coffee
0460501017936	brioches
0460501017950	water
0460501017950	milk
0460501017950	tunny
0460501017950	pasta
0460501017950	tomato souce
0460501017950	pasta
0460501018025	water
0460501018025	oil
0460501018056	coffee
0460501018056	brioches
0460501018056	brioches
0460501018056	biscuits
0460501018179	milk
0460501018179	yoghurt
0460501018179	milk
0460501018179	water
0460501018230	milk
0460501018230	water
0460501018308	milk
0460501018353	coffee
0460501018360	pasta
0460501018360	pasta
0460501018360	tunny
0460501018520	brioches
0460501018520	biscuits
0460501018520	tunny
0460501018520	coffee
0460501018520	pasta
0460501018520	pasta
0460501018520	pasta
0460501018520	pasta
0460501018520	pasta
0460501018568	yoghurt
0460501018599	water
0460501018742	frozen vegetables
0460501018742	pasta
0460501018780	coke
0460501018780	frozen vegetables
0460501018780	frozen vegetables
0460501018780	frozen vegetables
0460501018780	milk
0460501018780	coffee
0460501018780	pasta
0460501018780	pasta
0460501018780	pasta
0460501018841	juices
0460501018841	frozen vegetables
0460501018841	milk
0460501018841	beer
0460501018902	water
0460501018902	beer
0460501018902	water
0460501019152	pasta
0460501019152	pasta
0460501019152	rice
0460501019152	pasta
0460501019190	milk
0460501019190	coffee
0460501019435	water
0460501019787	biscuits
0460501019794	milk
0460501019794	milk
0460501020059	coffee
0460501020233	juices
0460501020233	tomato souce
0460501020233	milk
0460501020233	coffee
0460501020530	brioches
0460501020530	biscuits
0460501020530	rice
0460501020530	brioches
0460501020707	water
0460501020707	brioches
0460501020851	tunny
0460501020851	tomato souce
0460501020868	water
0460501020868	brioches
0460501020868	juices
0460501021018	water
0460501021018	milk
0460501021018	biscuits
0460501021018	juices
0460501021124	milk
0460501021124	milk
0460501021216	water
0460501021230	water
0460501021230	yoghurt
0460501021230	milk
0460501021230	pasta
0460501021322	water
0460501021322	rice
0460501021322	milk
0460501021322	milk
0460501021322	tunny
0460501021322	juices
0460501021858	coffee
0460501021858	pasta
0460501021858	water
0460501021957	brioches
0460501022299	frozen vegetables
0460501022350	coke
0460501022350	milk
0460501022350	pasta
0460501022565	milk
0460501022688	water
0460501022688	rice
0460501022688	mozzarella
0460501022688	milk
0460501022688	tunny
0460501022688	water
0460501022688	pasta
0460501022688	biscuits
0460501022732	frozen vegetables
0460501022732	pasta
0460501022756	brioches
0460501022756	pasta
0460501022756	brioches
0460501023104	water
0460501023142	water
0460501023210	milk
0460501023296	water
0460501023296	tunny
0460501023500	milk
0460501023500	coke
0460501023500	water
0460501023500	pasta
0460501023692	brioches
0460501023692	juices
0460501023807	coke
0460501023807	brioches
0460501023807	milk
0460501023807	milk
0460501023807	coffee
0460501024149	pasta
0460501024149	coffee
0460501024491	brioches
0460501024491	pasta
0460501024491	pasta
0460501024569	oil
0460501024569	rice
0460501024637	pasta
0460501024637	frozen vegetables
0460501024637	frozen vegetables
0460501024637	biscuits
0460501024637	water
0460501024637	biscuits
0460501024637	brioches
0460501024651	juices
0460501024767	milk
0460501024873	brioches
0460501025689	milk
0460501025689	pasta
0460501025689	pasta
0460501025955	rice
0460501025955	frozen fish
0460501025955	frozen vegetables
0460501025955	pasta
0460501025955	crackers
0460501025955	tunny
0460501025955	coffee
0460501026129	milk
0460501026129	brioches
0460501026457	frozen vegetables
0460501026716	coke
0460501026921	milk
0460501026921	juices
0460501026921	biscuits
0460501026921	pasta
0460501026921	pasta
0460501026921	beer
0460501027430	milk
0460501027430	pasta
0460501027430	pasta
0460501027935	coke
0460501027935	brioches
0460501028321	water
0460501028321	frozen vegetables
0460501028352	milk
0460501028352	milk
0460501028499	milk
0460501028741	frozen vegetables
0460501028741	pasta
0460501028772	tunny
0460501028772	milk
0460501028895	rice
0460501028895	brioches
0460501028895	brioches
0460501028895	juices
0460501028970	milk
0460501028970	biscuits
0460501029182	oil
0460501029182	tomato souce
0460501029182	biscuits
0460501029380	water
0460501029496	coke
0460501029496	frozen vegetables
0460501029496	frozen fish
0460501029496	beer
0460501029830	pasta
0460501029830	milk
0460501029908	milk
0460501029908	milk
0460501029908	pasta
0460501029908	crackers
0460501029908	tomato souce
0460501029908	beer
0460501029908	brioches
0460501029908	biscuits
0460501029908	pasta
0460501029908	pasta
0460501029908	pasta
0460501030072	coke
0460501030072	brioches
0460501030072	brioches
0460501030072	milk
0460501030072	juices
0460501030072	juices
0460501030072	pasta
0460501030072	pasta
0460501030072	brioches
0460501030652	milk
0460501030652	pasta
0460501030652	milk
0460501030652	pasta
0460501030652	biscuits
0460501030652	pasta
0460501030720	biscuits
0460501030812	water
0460501030812	milk
0460501030812	tunny
0460501031413	yoghurt
0460501031413	juices
0460501031598	milk
0460501031598	frozen vegetables
0460501031598	biscuits
0460501031949	rice
0460501031949	pasta
0460501031949	pasta
0460501031949	pasta
0460501032298	milk
0460501032298	pasta
0460501032571	biscuits
0460501032571	milk
0460501032571	pasta
0460501032809	coke
0460501032809	milk
0460501032809	tomato souce
0460501032809	biscuits
0460501032809	pasta
0460501032809	pasta
0460501032854	milk
0460501032908	frozen vegetables
0460501032908	tunny
0460501032908	milk
0460501032908	milk
0460501033196	yoghurt
0460501033233	brioches
0460501033707	frozen vegetables
0460501033707	frozen vegetables
0460501033707	frozen vegetables
0460501033707	pasta
0460501033707	pasta
0460501033707	water
0460501033707	biscuits
0460501033813	water
0460501033813	brioches
0460501033813	milk
0460501033813	brioches
0460501033868	milk
0460501033868	water
0460501033974	milk
0460501034025	milk
0460501034025	beer
0460501034025	milk
0460501034025	yoghurt
0460501034025	milk
0460501034193	yoghurt
0460501034193	rice
0460501034216	water
0460501034216	milk
0460501034216	brioches
0460501034216	crackers
0460501034551	yoghurt
0460501034551	yoghurt
0460501034551	milk
0460501034988	biscuits
0460501034988	frozen vegetables
0460501034988	biscuits
0460501034988	brioches
0460501034988	brioches
0460501035398	milk
0460501035398	coffee
0460501035473	frozen vegetables
0460501035558	brioches
0460501035619	frozen fish
0460501035619	pasta
0460501035633	water
0460501035633	milk
0460501035633	brioches
0460501035657	tomato souce
0460501035657	frozen vegetables
0460501035657	coffee
0460501035657	rice
0460501035695	water
0460501035695	milk
0460501035695	yoghurt
0460501035695	ice cream
0460501035695	milk
0460501035695	tunny
0460501035695	yoghurt
0460501035695	oil
0460501035718	water
0460501035763	milk
0460501035763	tomato souce
0460501035763	pasta
0460501035763	pasta
0460501035763	pasta
0460501037040	coffee
0460501037286	yoghurt
0460501037286	tomato souce
0460501037286	juices
0460501037286	pasta
0460501037286	rice
0460501037286	milk
0460501037286	coffee
0460501037286	brioches
0460501037286	brioches
0460501037286	biscuits
0460501037286	juices
0460501037286	pasta
0460501037286	beer
0460501037392	biscuits
0460501037392	biscuits
0460501038207	milk
0460501038207	beer
0460501038207	pasta
0460501038474	yoghurt
0460501038498	milk
0460501038498	milk
0460501038863	tunny
0460501038863	juices
0460501038917	yoghurt
0460501038917	pasta
0460501038917	pasta
0460501038917	pasta
0460501038917	biscuits
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	water
0460501039259	water
0460501039259	frozen vegetables
0460501039259	frozen vegetables
0460501039259	tomato souce
0460501039259	beer
0460501039365	milk
0460501039365	tunny
0460501039365	pasta
0460501039365	tomato souce
0460501039419	yoghurt
0460501039419	brioches
0460501039419	coffee
0460501039419	pasta
0460501039952	milk
0460501039952	pasta
0460501039952	pasta
0460501039952	pasta
0460501039952	beer
0460501040187	coke
0460501040187	brioches
0460501040187	brioches
0460501040187	coffee
0460501040651	pasta
0460501040651	pasta
0460501041351	milk
0460501041351	tomato souce
0460501041351	milk
0460501041351	milk
0460501041368	water
0460501041368	coke
0460501041368	milk
0460501041368	milk
0460501041368	juices
0460501041368	biscuits
0460501041450	tunny
0460501041450	milk
0460501041597	milk
0460501041597	beer
0460501041641	water
0460501041641	pasta
0460501041641	ice cream
0460501041641	milk
0460501041641	crackers
0460501041641	pasta
0460501041641	pasta
0460501041641	water
0460501041641	biscuits
0460501041641	brioches
0460501042105	milk
0460501042105	tomato souce
0460501042105	brioches
0460501042105	pasta
0460501042402	tinned meat
0460501042402	pasta
0460501042402	pasta
0460501042495	water
0460501042495	pasta
0460501042495	milk
0460501042495	coffee
0460501042495	pasta
0460501042495	biscuits
0460501042495	water
0460501042495	juices
0460501042556	water
0460501042556	milk
0460501043553	water
0460501043553	pasta
0460501043553	pasta
0460501043553	pasta
0460501043553	water
0460501043553	juices
0460501043904	water
0460501043904	water
0460501043904	milk
0460501043904	coffee
0460501044109	coke
0460501044109	brioches
0460501044109	pasta
0460501044109	beer
0460501044154	tunny
0460501044154	tomato souce
0460501044420	coke
0460501044420	milk
0460501044420	pasta
0460501044802	frozen vegetables
0460501044970	frozen vegetables
0460501044970	coffee
0460501044970	biscuits
0460501045076	crackers
0460501045076	pasta
0460501045755	milk
0460501045755	brioches
0460501045939	biscuits
0460501046066	yoghurt
0460501046066	yoghurt
0460501046066	beer
0460501046165	coke
0460501046165	yoghurt
0460501046165	pasta
0460501046950	water
0460501047032	brioches
0460501047032	brioches
0460501047032	juices
0460501047032	beer
0460501047308	tunny
0460501047667	frozen vegetables
0460501047667	frozen vegetables
0460501047667	frozen vegetables
0460501047667	pasta
0460501047667	pasta
0460501047865	yoghurt
0460501047865	tunny
0460501047865	coffee
0460501048305	pasta
0460501048305	frozen vegetables
0460501048305	tomato souce
0460501048305	milk
0460501048305	milk
0460501048305	coffee
0460501048305	pasta
0460501048305	pasta
0460501048305	biscuits
0460501048305	juices
0460501048534	milk
0460501048534	coffee
0460501048534	pasta
0460501048558	beer
0460501048596	pasta
0460501049098	milk
0460501049654	frozen fish
0460501049821	milk
0460501049821	milk
0460501049821	pasta
0460501049821	biscuits
0460501049821	brioches
0460501050117	coffee
0460501050391	coke
0460501050391	milk
0460501050391	coffee
0460501050391	pasta
0460501050391	tomato souce
0460501050391	pasta
0460501050391	pasta
0460501050391	water
0460501051107	ice cream
0460501051107	tunny
0460501051107	milk
0460501051107	tomato souce
0460501051107	ice cream
0460501051107	juices
0460501051107	rice
0460501051107	juices
0460501051107	pasta
0460501051107	pasta
0460501051107	beer
0460501051619	water
0460501051701	crackers
0460501052401	coffee
0460501052401	pasta
0460501052401	pasta
0460501052548	juices
0460501052777	yoghurt
0460501052777	biscuits
0460501052777	brioches
0460501052944	coke
0460501052944	tomato souce
0460501052944	water
0460501052944	oil
0460501054153	milk
0460501054153	coffee
0460501054627	water
0460501054627	pasta
0460501054757	tomato souce
0460501054757	milk
0460501054757	brioches
0460501054757	pasta
0460501054757	tomato souce
0460501054757	juices
0460501054757	beer
0460501054757	brioches
0460501055044	frozen vegetables
0460501055044	frozen vegetables
0460501055082	tunny
0460501055082	pasta
0460501055082	pasta
0460501055082	pasta
0460501055082	pasta
0460501055297	brioches
0460501055297	brioches
0460501055297	brioches
0460501055297	brioches
0460501055426	pasta
0460501055426	pasta
0460501055426	pasta
0460501055600	pasta
0460501055600	pasta
0460501055990	milk
0460501056096	water
0460501056096	oil
0460501056119	pasta
0460501056119	water
0460501056119	water
0460501056195	biscuits
0460501056195	rice
0460501056195	brioches
0460501056195	juices
0460501056386	water
0460501056430	brioches
0460501056430	tomato souce
0460501056430	milk
0460501056430	milk
0460501056430	biscuits
0460501056430	brioches
0460501056461	brioches
0460501056461	milk
0460501056461	biscuits
0460501056478	biscuits
0460501056515	rice
0460501056782	water
0460501057086	milk
0460501057093	pasta
0460501057109	oil
0460501057109	milk
0460501057109	biscuits
0460501057109	pasta
0460501057109	pasta
0460501057109	brioches
0460501057109	brioches
0460501057130	pasta
0460501057130	pasta
0460501057154	water
0460501057154	milk
0460501057154	pasta
0460501057154	brioches
0460501057154	tomato souce
0460501057154	brioches
0460501057154	pasta
0460501057154	rice
0460501057154	water
0460501057253	water
0460501057369	brioches
0460501057390	coke
0460501057390	water
0460501057390	milk
0460501057789	crackers
0460501057789	brioches
0460501057789	juices
0460501057949	coffee
0460501057949	water
0460501057949	tunny
0460501057949	pasta
0460501057949	juices
0460501058007	frozen vegetables
0460501058007	frozen vegetables
0460501058007	pasta
0460501058007	pasta
0460501058038	milk
0460501058038	tunny
0460501058076	beer
0460501058441	coke
0460501058472	tomato souce
0460501058489	water
0460501058489	tomato souce
0460501058946	milk
0460501058946	biscuits
0460501058984	beer
0460501059295	milk
0460501059301	water
0460501059301	rice
0460501059301	tunny
0460501059301	milk
0460501059301	pasta
0460501059301	pasta
0460501059301	pasta
0460501059394	milk
0460501059813	pasta
0460501059813	pasta
0460501059844	milk
0460501059844	brioches
0460501059844	pasta
0460501059844	pasta
0460501059844	pasta
0460501060215	coke
0460501060215	biscuits
0460501060215	coffee
0460501060215	rice
0460501060505	coffee
0460501060505	pasta
0460501060505	pasta
0460501060505	pasta
0460501060505	biscuits
0460501060581	milk
0460501060581	milk
0460501060581	coffee
0460501060581	biscuits
0460501060703	milk
0460501060703	pasta
0460501060864	water
0460501060864	water
0460501060864	biscuits
0460501060864	coffee
0460501060864	pasta
0460501060864	pasta
0460501060864	pasta
0460501061069	biscuits
0460501061069	pasta
0460501061069	brioches
0460501061069	biscuits
0460501061090	water
0460501061090	coke
0460501061090	frozen vegetables
0460501061090	pasta
0460501061090	pasta
0460501061090	pasta
0460501061090	pasta
0460501061137	milk
0460501061137	pasta
0460501061137	pasta
0460501061137	pasta
0460501061137	pasta
0460501061137	rice
0460501061137	pasta
0460501061137	pasta
0460501061137	pasta
0460501061267	yoghurt
0460501061267	milk
0460501061267	frozen vegetables
0460501061526	yoghurt
0460501061526	milk
0460501061632	milk
0460501061649	frozen vegetables
0460501061649	tunny
0460501061649	pasta
0460501061649	water
0460501061649	mozzarella
0460501061847	pasta
0460501061922	frozen vegetables
0460501061922	tinned meat
0460501061922	coffee
0460501061922	tunny
0460501061922	oil
0460501062035	biscuits
0460501062035	pasta
0460501062035	brioches
0460501062035	brioches
0460501062035	juices
0460501062301	biscuits
0460501062301	biscuits
0460501062301	biscuits
0460501062301	tomato souce
0460501062301	yoghurt
0460501062301	yoghurt
0460501062301	yoghurt
0460501062301	mozzarella
0460501062493	pasta
0460501062493	pasta
0460501062493	pasta
0460501062493	pasta
0460501062493	pasta
0460501062493	pasta
0460501062493	pasta
0460501062493	yoghurt
0460501062493	yoghurt
0460501062493	yoghurt
0460501063056	biscuits
0460501063056	milk
0460501063056	biscuits
0460501063056	tunny
0460501063056	pasta
0460501063056	pasta
0460501063056	biscuits
0460501063056	biscuits
0460501063155	pasta
0460501063155	pasta
0460501063155	rice
0460501063155	water
0460501063155	brioches
0460501063155	pasta
0460501063155	pasta
0460501063391	frozen fish
0460501063391	tomato souce
0460501063391	pasta
0460501063469	water
0460501063469	biscuits
0460501063469	milk
0460501063810	coffee
0460501064299	biscuits
0460501064299	beer
0460501064299	beer
0460501064589	milk
0460501064633	water
0460501064633	beer
0460501064633	tomato souce
0460501064633	milk
0460501064633	pasta
0460501064633	pasta
0460501064664	rice
0460501064817	milk
0460501064817	brioches
0460501064817	water
0460501064817	juices
0460501064817	beer
0460501065555	milk
0460501065869	pasta
0460501066033	milk
0460501066033	pasta
0460501066033	pasta
0460501067108	water
0460501067108	yoghurt
0460501067108	biscuits
0460501067733	juices
0460501068396	biscuits
0460501068396	milk
0460501068396	biscuits
0460501068495	milk
0460501068655	water
0460501069348	biscuits
0460501069348	biscuits
0460501069393	pasta
0460501069393	tomato souce
0460501069393	pasta
0460501069393	biscuits
0460501069478	yoghurt
0460501069881	coke
0460501069881	tunny
0460501069881	biscuits
0460501069881	biscuits
0460501069881	beer
0460501069942	milk
0460501070290	milk
0460501070290	biscuits
0460501070948	milk
0460501070948	frozen vegetables
0460501071631	coke
0460501071631	pasta
0460501071631	pasta
0460501071709	pasta
0460501071709	brioches
0460501071709	biscuits
0460501071709	rice
0460501071709	brioches
0460501071709	juices
0460501072430	yoghurt
0460501072430	yoghurt
0460501072430	yoghurt
0460501072539	milk
0460501072645	pasta
0460501072645	biscuits
0460501072768	tomato souce
0460501072768	biscuits
0460501072768	milk
0460501072782	pasta
0460501072782	tunny
0460501072782	pasta
0460501072782	pasta
0460501072782	brioches
0460501072805	coke
0460501072836	milk
0460501072836	milk
0460501072836	coffee
0460501072874	frozen vegetables
0460501072874	milk
0460501073017	pasta
0460501073017	pasta
0460501073093	pasta
0460501073093	milk
0460501073093	pasta
0460501073093	tunny
0460501073246	water
0460501073246	mozzarella
0460501073796	water
0460501073796	pasta
0460501073796	frozen vegetables
0460501073796	pasta
0460501073796	pasta
0460501074069	frozen vegetables
0460501074151	milk
0460501074151	milk
0460501074151	tunny
0460501074205	frozen fish
0460501074205	pasta
0460501074519	frozen vegetables
0460501074519	beer
0460501075080	milk
0460501075080	biscuits
0460501075080	pasta
0460501075080	pasta
0460501075097	water
0460501075097	yoghurt
0460501075097	juices
0460501075097	coffee
0460501075721	rice
0460501075721	pasta
0460501075721	water
0460501075721	pasta
0460501075721	pasta
0460501075721	pasta
0460501075882	tunny
0460501075967	brioches
0460501075967	milk
0460501075967	milk
0460501075967	water
0460501075967	biscuits
0460501075967	crackers
0460501075967	beer
0460501076100	water
